model_id,monthly_downloads,total_downloads
Triangle104/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q3_K_M-GGUF,11,279
ivang71/internlm2_5-7b-chat-abliterated-4.0bpw-exl2,5,15
mradermacher/Sky-T1-32B-Preview-abliterated-i1-GGUF,75,3694
netcat420/Qwen2.5-Coder-Scholar-7B-Abliterated-MFANN-Q4_K_S-GGUF,0,11
netcat420/Qwen2.5-7B-nerd-uncensored-v0.9-MFANN-Q8_0-GGUF,1,116
huihui-ai/gemma-3-1b-it-abliterated,216,13305
Triangle104/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B-Q5_K_M-GGUF,0,54
lenML/aya-expanse-8b-abliterated,64,6350
itorgov/dippy-roleplay-1748516826-552627,0,5
mlx-community/Llama-3.2-8X4B-MOE-V2-Dark-Champion-Instruct-uncensored-abliterated-21B-Q_6-MLX,430,3237
DrNicefellow/QwQ-32B-Preview-abliterated-8.0bpw-h8-exl2,2,93
tensorblock/Mistral-Small-Instruct-2409-abliterated-GGUF,75,1452
mradermacher/Lucie-7B-Instruct-abliterated-i1-GGUF,8,1855
EZCon/Qwen2-VL-2B-Instruct-abliterated-mlx,43,324
singhvishnu020/gemma-7b-it-v2-role-play,0,0
QuantFactory/Llama-3.1-8B-Instruct-abliterated_via_adapter-GGUF,112,3695
bartowski/Falcon3-1B-Instruct-abliterated-GGUF,333,8447
Triangle104/Phi-4-mini-reasoning-abliterated-Q5_K_M-GGUF,13,149
mradermacher/QwQ-32B-abliterated-h-novel-i1-GGUF,49,8392
mradermacher/llama-3-70B-instruct-uncensored-GGUF,194,31380
RuizheChen/RL_Temporal_Grounded_QA_Grounding_filtered_ColdStart_unfiltered_400,1,28
FreedomIntelligence/ShizhenGPT-7B-Omni,885,1235
RichardErkhov/Goekdeniz-Guelmez_-_Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3-gguf,21,967
ArchiveAI/Llama-3-8B-LexiFun-Uncensored-V1,3,189
mradermacher/L3-Grand-Horror-II-Darkest-Hour-Uncensored-ED2.15-15B-GGUF,29,3570
mradermacher/Genshin_Impact_Mistral_v3_Plot_Chat_roleplay_chat_merged-GGUF,38,6720
AlignmentResearch/robust_llm_dea6c7185a9011ef8c5d0af47afd567d_from_EleutherAI_pythia-14m,NaN,NaN
TareksGraveyard/RolePlayer-V1-LLaMa-70B,0,17
huihui-ai/Llama-3.1-Nemotron-70B-Instruct-HF-abliterated,NaN,NaN
DavidAU/roleplay-model-v2-Q6_K-GGUF,NaN,NaN
numen-tech/DeepSeek-R1-Distill-Qwen-32B-abliterated-GPTQ-Int4,0,0
DevQuasar/huihui-ai.DeepSeek-R1-Distill-Qwen-14B-abliterated-GGUF,NaN,NaN
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated-GGUF,13,465
ibm-granite/granite-3.2-8b-alora-jailbreak,0,0
isogen/Josiefied-Qwen3-4B-abliterated-v1-exl3-6bpw,3,29
adf99/Qwen2.5-7B-Instruct-abliterated-SFT-Single,0,0
Triangle104/DeepSeek-R1-Distill-Qwen-7B-uncensored-Q6_K-GGUF,56,563
DavidAU/Qwen3-Short-Story-Instruct-Uncensored-262K-ctx-4B,0,146
RichardErkhov/informatiker_-_Qwen2-7B-Instruct-abliterated-8bits,1,8
mradermacher/Qwen2.5-14B-Instruct-abliterated-i1-GGUF,2421,34582
soupai/echo-uncensored2,30,348
DevQuasar/huihui-ai.DeepSeek-R1-Distill-Llama-70B-abliterated-GGUF,32,2342
mradermacher/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored-i1-GGUF,121,6156
atsuki-yamaguchi/OLMo-2-1124-7B-hne_Deva-coli-align-lora,NaN,NaN
AlignmentResearch/robust_llm_oskar-059_input_probe_jailbreaks_Qwen2.5-7B-Instruct_s-0_h-2_d-10,NaN,NaN
OwenArli/ArliAI-Llama-3-8B-Dolfin-v0.6-Abliterated,13,4768
ModelsLab/Uncensored-llama3.1-nemotron,2,478
DevsDoCode/LLama-3-8b-Uncensored-Q3_K_L-GGUF,10,343
Apel-sin/phi-4-abliterated-exl2,0,11
aifeifei798/llama3-8B-DarkIdol-2.3-Uncensored-32K,37,2882
irmma/gemma-3-12b-it-abliterated-Q3_K_M-GGUF,13,257
Nitrals-Loras/DeepseekR1-Distill-Uncensored-L3-8B-v0.5e2-lora,0,4
noneUsername/Seed-Coder-8B-Instruct-abliterated-W8A8,4,12
Triangle104/phi-4-abliterated-Q4_K_M-GGUF,31,303
featherless-ai-quants/failspy-Meta-Llama-3-8B-Instruct-abliterated-v3-GGUF,44,668
mradermacher/Huihui-EXAONE-4.0-1.2B-abliterated-GGUF,106,1254
aifeifei798/roleplayer-actor-lora,4,46
Impulse2000/s1.1-32B-abliterated-Q4_K_S-GGUF,5,96
Jellon/Qwen2.5-32B-Instruct-abliterated-exl2-4bpw,12,26
olafgeibig/MemGPT-DPO-uncensored-GGUF,52,1645
Triangle104/Phi4-abliterated-Q5_K_S-GGUF,2,148
NikolayKozloff/Qwen3-0.6B-abliterated-Q8_0-GGUF,7,181
John6666/illustrious-xl10-improved-uncensored-v20-sdxl,51,505
PrunaAI/MrRobotoAI-8b-unaligned-BASE-bnb-8bit-smashed,NaN,NaN
Triangle104/DeepSeek-R1-Distill-Qwen-7B-uncensored-Q5_K_M-GGUF,11,602
RichardErkhov/Orenguteng_-_Llama-3.1-8B-Lexi-Uncensored-V2-8bits,0,0
mradermacher/Hermes-Storm-Climate-Sauerkraut-abliterated-i1-GGUF,31,1592
mradermacher/Huihui-gpt-oss-20b-BF16-abliterated-GGUF,249,16425
Triangle104/DeepSeek-R1-Distill-Qwen-7B-abliterated-v2-Q5_K_M-GGUF,4,341
mradermacher/hermes-llama3-roleplay-4000-v5-i1-GGUF,3,2733
Chaliece/Phi-3-mini-128k-instruct-abliterated-v3-Q5_K_S-GGUF,0,521
Ksgk-fy/Llama-3-8B-Instruct-abliterated_gptq_prompt,2,6
Novaciano/Llama-3.2_1B_Abliterated_Pairs_RP_GGUF,10,114
NexesQuants/Llama_3.x_70b_Gutenberg-Doppel-L3.3-TDRussel-Storywriter_abliterated_fusion-iMat-CQ-GGUF,0,18
MetaphoricalCode/gemma3-27b-abliterated-dpo-exl3-5bpw-hb6,3,53
AlignmentResearch/robust_llm_r2d2_tom-debug_Qwen2.5-7B-Instruct_full,NaN,NaN
mradermacher/Gemma-3-Glitter-4B-Uncensored-i1-GGUF,91,3208
mradermacher/GLM-Z1-32B-0414-abliterated-GGUF,73,878
AaronFeng753/Mistral-Nemo-Instruct-2407-abliterated-Q4_K_S-GGUF,3,531
burmoo/roleplay-chat-GETWgHou,1,7
DevQuasar/mlabonne.Qwen3-30B-A3B-abliterated-GGUF,90,2120
Monero/WizardLM-13b-OpenAssistant-Uncensored,949,49736
Triangle104/L3.1-Evil-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-Q5_K_S-GGUF,2,63
Triangle104/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B-Q8_0-GGUF,1,195
Triangle104/granite-3.2-2b-instruct-abliterated-Q5_K_S-GGUF,0,83
AlignmentResearch/robust_llm_oskar-034n_probe_jailbreaks_Qwen2.5-14B-Instruct_s-1,NaN,NaN
Triangle104/granite-3.2-2b-instruct-abliterated-Q5_K_M-GGUF,0,82
warshanks/Qwen3-8B-abliterated-AWQ,90,561
RichardErkhov/mlabonne_-_NeuralDaredevil-8B-abliterated-awq,2,6
DavidAU/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-Hermes-R1-Uncensored-36B-GGUF,NaN,NaN
QuantFactory/marco-o1-uncensored-GGUF,52,3334
mergekit-community/uncensored-mix,4,92
mradermacher/FluentlyLM-Prinum-abliterated-i1-GGUF,201,11127
roleplaiapp/Qwen2.5-7B-Instruct-Uncensored-IQ4_XS-GGUF,20,137
Triangle104/DeepHermes-3-Llama-3-8B-Preview-abliterated-Q5_K_S-GGUF,7,173
Deev124/hermes-llama3-roleplay-4000-v2,1,114
freedomking/ernie-health-zh,1,2243
roleplaiapp/Qwen2.5-14B-DeepSeek-R1-1M-Uncensored-Q8_0-GGUF,10,441
Triangle104/granite-3.1-2b-instruct-abliterated-Q5_K_M-GGUF,7,45
numen-tech/DeepSeek-R1-Distill-Llama-8B-abliterated-w4a16g128asym,0,0
mylesgoose/Meta-Llama-3-8B-Instruct-abliterated,2,1687
Melvin56/Qwen2.5-7B-Instruct-abliterated-v3-IQ4_XS-GGUF,8,111
mradermacher/Athene-V2-Chat-abliterated-GGUF,10,490
Theta-Lev/L3.1-Dark-Reasoning-LewdPlay-evo-Hermes-R1-Uncensored-8B-Q5_K_M-GGUF,18,212
itorgov/dippy-roleplay-1748523158-9594507,0,7
itorgov/dippy-roleplay-1748039972-60126,0,5
nytopop/Qwen3-8B-abliterated.w8a8,2,62
itorgov/dippy-roleplay-1747272468-177141,0,6
kalschi/gemma3-three-kingdoms-jailbreak-001,0,0
mradermacher/dippy-roleplay-1739660923-4509044-GGUF,1,877
Triangle104/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B-Q4_K_S-GGUF,1,19
zetasepic/Mistral-Small-Instruct-2409-abliterated-gguf,5,348
mradermacher/gemma-2-2b-jpn-it-abliterated-18-ORPO-GGUF,4,2826
RichardErkhov/Monero_-_WizardLM-30B-Uncensored-Guanaco-SuperCOT-30b-gguf,345,3949
nkpz/Llama-3.1-8B-Instruct-Uncensored-DeLMAT,2,249
freedomking/mc-bert,348,8682
mradermacher/Llama-Breeze2-8B-Instruct-text-only-abliteration-GGUF,36,2456
hedronstone/6b-gpteacher-role-play-lmgym,0,0
mradermacher/L3.2-Rogue-Creative-Instruct-Uncensored-7B-i1-GGUF,110,4856
kekwak/mdeberta-v3-base-jailbreak-ru-en-v1,NaN,NaN
KaleDivergence/WeniGPT-Mistral-7B-instructBase-AWQ-NO-SAFETENSORS,3,275
ICEPVP8977/Uncensored_gemma_7b,181,4488
Triangle104/Meta-Llama-3.1-8B-Instruct-abliterated-Q8_0-GGUF,14,694
YoojongChoi/vicuna-7b-instruct-CoT-ft-adapters-multi-jailbreak,0,0
mergekit-community/Llama-3-LewdPlay-DeepSeek-R1-Distill-8B-abliterated,3,63
PrunaAI/mlabonne-Meta-Llama-3.1-8B-Instruct-abliterated-HQQ-4bit-smashed,NaN,NaN
ethan1278/Wizard-Vicuna-7B-Uncensored-sharded-bf16,4,216
jdcrutchley/Llama-3-8B-Lexi-Uncensored-Q4_K_M-GGUF,20,758
mradermacher/DeepSeek-R1-Distill-Qwen-32B-Uncensored-i1-GGUF,780,93012
DavidAU/Llama-3.1-128k-Dark-Planet-Uncensored-8B,5,5371
mradermacher/llama3-8B-DarkIdol-2.1-Uncensored-32K-GGUF,1117,26173
createveai/Qwen2-VL-2B-Instruct-abliterated-4bit,4,247
RichardErkhov/UnfilteredAI_-_UNfilteredAI-1B-exl2,0,1
huihui-ai/Qwen3-30B-A3B-abliterated-fp4,NaN,NaN
Triangle104/UwU-7B-Instruct-abliterated-Q4_K_M-GGUF,3,178
prithivMLmods/Bellatrix-Tiny-1B-v3-abliterated,3,116
nicoboss/OpenThinker2-32B-Uncensored-Lora,1,32
Orenguteng/Llama-3-8B-LexiFun-Uncensored-V1,27,3456
mradermacher/gemma-3-12b-it-abliterated-v2-GGUF,246,1602
DevQuasar/FreedomIntelligence.HuatuoGPT-o1-72B-GGUF,5,801
mlgawd/Llama-3.3-70B-uncensored_c480,0,0
FreedomIntelligence/Apollo-MoE-0.5B,21,700
RichardErkhov/IlyaGusev_-_gemma-2-2b-it-abliterated-gguf,92,4110
tensorblock/Guanaco-3B-Uncensored-v2-GGUF,207,3917
RichardErkhov/FreedomIntelligence_-_Apollo-7B-gguf,103,4631
mradermacher/DeepSeek-R1-Distill-Llama-8B-Uncensored-GGUF,255,34448
ausboss/llama7b-wizardlm-unfiltered-lora,0,0
mradermacher/Llama-3.3-70B-Instruct-abliterated-i1-GGUF,230,19177
mlabonne/gemma-3-4b-it-abliterated-GGUF,1343,19924
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chem-claude-5-comp3-sort-pate-1000,0,3
Orion-zhen/DeepSeek-R1-Distill-Qwen-7B-abliterated,4,207
ChangeXy/ppl-combined_unsafe_Q4_qwen2.5-14b-instruct_1ep,0,0
AlignmentResearch/robust_llm_oskar-037c_clf_jailbreaks_Qwen2.5-3B_s-1,NaN,NaN
openerotica/writing-roleplay-20k-context-nemo-12b-v1.0-gguf,1334,48114
TheBloke/WizardLM-7B-uncensored-GGUF,7538,122151
PrunaAI/cognitivecomputations-dolphin-2.9.2-Phi-3-Medium-abliterated-HQQ-4bit-smashed,NaN,NaN
Triangle104/UwU-7B-Instruct-abliterated-Q6_K-GGUF,5,182
Rupesh2/Meta-Llama-3-8B-uncensored,2,189
mradermacher/Llama-3.1-Nemotron-Nano-8B-v1-abliterated-Uncensored-Toxic-DPO-GGUF,376,3379
pratt3000/Mistral-Nemo-2407-Role-Playing-Final-4data_ga16_lr7e6_2ep,0,54
mradermacher/L3.1-4x8b_BlackTower_RP-V1.1-Uncensored-GGUF,24,4842
DavidAU/Qwen3-The-Xiaolong-Josiefied-Omega-Directive-22B-uncensored-abliterated-GGUF,3002,13017
Triangle104/Huihui-EXAONE-Deep-2.4B-abliterated-Q5_K_M-GGUF,2,57
noneUsername/Mistral-Nemo-Instruct-2407-abliterated-W8A8-Dynamic-Per-Token,2,64
AaronFeng753/Mistral-7B-Instruct-v0.3-abliterated-Q8_0-GGUF,9,283
TheBloke/WizardLM-Uncensored-Falcon-40B-GPTQ,8,20906
Melvin56/GLM-4-9B-0414-abliterated-GGUF,85,2240
kevinhh1111/Qwen3-14B-abliterated-Q4_K_M-GGUF,44,369
mlx-community/Qwen2.5-VL-3B-Instruct-abliterated-8bit,30,314
RuizheChen/RL_Temporal_Grounded_QA_Grounding_filtered_ColdStart_unfiltered_500,2,26
mradermacher/Mistral-Small-24B-Instruct-2501-abliterated-i1-GGUF,343,60633
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chemistry-o4-v2,0,6
huihui-ai/Huihui-MoE-24B-A8B-abliterated,NaN,NaN
goberten/L3-70B-sunfall-abliterated-v0.1-Q5_K_M-GGUF,1,141
mradermacher/Huihui-Qwen3-4B-abliterated-v2-i1-GGUF,179,6642
TheBloke/Uncensored-Frank-7B-GPTQ,7,633
tensorblock/SwallowMaid-8B-L3-SPPO-abliterated-GGUF,713,2429
Cshavi/de-alignment_llama-3.1-3b-100perc,0,0
blockblockblock/Llama-3-70B-Instruct-abliterated-v3-bpw4.2-exl2,4,9
ngxson/LoRA-Qwen2.5-1.5B-Instruct-abliterated,0,0
RichardErkhov/Fredithefish_-_Guanaco-3B-Uncensored-8bits,2,51
MaziyarPanahi/Dria-Agent-a-7B-abliterated-GGUF,12,1074
byroneverson/internlm2_5-7b-chat-abliterated,13,308
MaziyarPanahi/granite-3.2-8b-instruct-abliterated-GGUF,21,754
Bleking/Meta-Llama-3.1-8B-Instruct-goose-abliterated-pre,0,53
ICEPVP8977/Uncensored_Mistral-7B_v0.3_Seaftensors-GGUF,57,794
Triangle104/Llama-3.1-Tulu-3-8B-abliterated-Q5_K_M-GGUF,0,96
Bharatdeep-H/qwen3-jailbreaking-embeddings-adapters,0,0
FreedomIntelligence/Realm,0,0
jdqqjr/Qwen-0.6B-Uncensored-EXP-noThink,0,0
l3utterfly/Aura-Uncensored-OAS-8B-L3-executorch,0,0
mradermacher/QwQ-32B-Preview-abliterated-linear25-GGUF,1,1308
Seikaijyu/RWKV-x060-World-3B-v2.1-xuexue-v3.2.roleplay,0,0
matrixportalx/aya-expanse-8b-abliterated-Q4_K_S-GGUF,0,16
huggingkot/Llama-3-8B-Instruct-abliterated-v2-q4f16_1-MLC,0,93
mradermacher/DarkIdol-Llama-3.1-13.3B-Instruct-1.2-Uncensored-i1-GGUF,304,5636
mc-ai/roleplay-feedback-dataset-v2,0,0
TheBloke/Wizard-Vicuna-7B-Uncensored-GGUF,2739,124169
roleplaiapp/DeepSeek-R1-Distill-Qwen-32B-Uncensored-Q4_K_S-GGUF,31,982
DavidAU/Gemma-3-4b-it-XQuants-HORROR-Uncensored-DBL-X-Imatrix-GGUF,NaN,NaN
jeiku/Gemma_FreedomRP_512_LoRA,1,46
UnlockMax/hearmemanv1max,0,0
matatonic/r1-1776-distill-llama-70b-abliterated-4.5bpw-exl2,5,408
Triangle104/Qwen3-18B-A3B-Stranger-Thoughts-IPONDER-Abliterated-Uncensored-Q6_K-GGUF,3,148
Triangle104/granite-3.2-8b-instruct-abliterated-Q4_K_S-GGUF,3,27
Triangle104/Huihui-MoE-1.5B-A0.6B-abliterated-Q8_0-GGUF,58,257
chiruan/qwen2.5-coder-7b-instruct-rstar-normal-nofilter-60steps,0,24
mradermacher/medgemma-27b-text-it-abliterated-i1-GGUF,60,1465
DevQuasar/mlabonne.Qwen3-14B-abliterated-GGUF,113,803
nonwhy/extract_balance_dir_par_seq_r1_roleplaying_grm_base,0,60
PrunaAI/IlyaGusev-gemma-2-9b-it-abliterated-HQQ-1bit-smashed,NaN,NaN
tinybiggames/DeepSeek-R1-Distill-Llama-8B-abliterated-Q4_K_M-GGUF,2,2890
calebboud/vicuna_uncensored,0,0
bartowski/mlabonne_Qwen3-14B-abliterated-GGUF,2610,84298
Bobete/Gemma2_2b_It_Abliterated_Asistent_Romana,14,553
bartowski/DarkIdol-Llama-3.1-8B-Instruct-1.2-Uncensored-GGUF,4271,74648
Triangle104/Qwen2.5-32B-Instruct-abliterated-SFT-Q8_0-GGUF,2,54
Harry989/Qwen3-30B-A3B-abliterated-Q6_K-GGUF,30,859
MotherEarth/MotherEarth-Hermes-Storm-Climate-Sauerkraut-abliterated,1,8
mradermacher/Meta-Llama-3-8B-Instruct-abliterated-v3-i1-GGUF,195,19638
Novaciano/Qwen2.5-1.5B-Uncensored_Neurotic_Spanish,2,144
mlx-community/GLM-Z1-9B-0414-abliterated-4bit,22,326
Triangle104/openhands-lm-32b-v0.1-abliterated-Q8_0-GGUF,7,61
featherless-ai-quants/nztinversive-llama3.2-1b-Uncensored-GGUF,13,906
afrideva/kappa-3-phi-abliterated-GGUF,74,4205
huihui-ai/Mistral-Small-24B-Instruct-2501-abliterated,634,9272
kshabana/GOAT-llama3.1-v0.1-uncensored,50,2465
mradermacher/DeepScaleR-1.5B-Preview-abliterated-GGUF,24,1603
failspy/kappa-3-phi-abliterated,16,2694
SicariusSicariiStuff/LLAMA-3_8B_Unaligned_Alpha_EXL2_4.5bpw,2,124
RichardErkhov/aifeifei798_-_llama3-8B-DarkIdol-2.1-Uncensored-1048K-gguf,19,2844
nicoboss/DeepSeek-R1-Distill-Qwen-7B-Uncensored-Reasoner-Lora,4,91
Undi95/Mistral-7B-roleplay_alpaca-lora,22,802
keisoft/dippy-roleplay-llama-v12,1,8
Giks/Qwen2.5-1.5B-Instruct-Abliterated,1,25
Lazycuber/L2-7b-Base-Guanaco-Uncensored,1044,60590
Deev124/hermes-llama3-roleplay-800-v1,1,7
mradermacher/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-Hermes-R1-Uncensored-36B-GGUF,58,2233
thirdeyeai/Qwen2.5-Coder-7B-Instruct-Uncensored.gguf,287,1133
tensorblock/DeepSeek-R1-Distill-Qwen-32B-abliterated-GGUF,271,9242
mradermacher/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B-GGUF,227,4439
saishf/Aura-Uncensored-OAS-8B-L3,4,4764
mradermacher/Llama_3.x_70b_DoppelGutenberg-L3.3_abliterated_fusion-i1-GGUF,1,1021
RuizheChen/RL_Temporal_Grounded_QA_unfiltered_coldstart_500,0,26
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B-gguf,557,9943
mradermacher/EXAONE-3.5-2.4B-Instruct-abliterated-i1-GGUF,280,6865
xdrshjr/TinyLlama-1b-OriModel-Merge-Jailbreak-Prompt-LoRA-v1.3,3,40
MaziyarPanahi/DarkIdol-Llama-3.1-8B-Instruct-1.0-Uncensored-GGUF,114,1954
nightmedia/Huihui-Qwen3-Coder-30B-A3B-Instruct-abliterated-q5-hi-mlx,NaN,NaN
nicoboss/Meta-Llama-3.1-405B-Instruct-Uncensored,0,0
jimmylam6666/RoleplayV2E6-Q8_0-GGUF,4,24
Triangle104/Huihui-EXAONE-4.0-1.2B-abliterated-Q4_K_M-GGUF,11,99
bartowski/writing-roleplay-20k-context-nemo-12b-v1.0-GGUF,660,58089
MaziyarPanahi/Llama-3.1-8B-Instruct-Fei-v1-Uncensored-GGUF,51,1996
mradermacher/Qwen2.5-7B-nerd-uncensored-v0.9-MFANN-i1-GGUF,90,9898
Triangle104/aya-expanse-32b-abliterated-Q5_K_S-GGUF,1,141
mradermacher/Abliterated-Unhinged-RP-Alpha-V1-Llama-3.3-70B-i1-GGUF,24,4232
mradermacher/Qwen2.5-Coder-7B-Instruct-Uncensored-i1-GGUF,169,3983
thkim0305/Mistral-7b_TA_lr5e-5_epoch1_safe0.5_unsafe0.1,1,12
PitaTui/RolePlay,0,0
BenevolenceMessiah/DeepSeek-R1-0528-Qwen3-8B-abliterated-Q8_0-GGUF,1,221
Deev124/hermes-llama3-roleplay-1000-v6,1,10
mradermacher/Llama_3.x_70b_DoppelGutenberg-L3.3_abliterated_fusion-GGUF,2,505
mradermacher/Control-8B-V1.1-abliteration-i1-GGUF,8,3798
hehua2008/GLM-4.5V-abliterated-MLX-4bit,1,20
mradermacher/OpenThinker-7B-Uncensored-DeLMAT-i1-GGUF,132,5095
PrunaAI/huihui-ai-Llama-3.2-3B-Instruct-abliterated-bnb-8bit-smashed,NaN,NaN
noza-kit/safty-instruction-tuning-model,1,10
openvoid/Prox-Llama-3-8B-abliterated-orpo,1,194
mradermacher/QwQ-32B-Preview-abliterated-linear50-GGUF,9,952
mlx-community/Qwen2.5-Coder-14B-Instruct-abliterated-6bit,35,247
huihui-ai/kanana-nano-2.1b-instruct-abliterated,54,855
Nitral-Archive/DeepseekR1-Distill-Uncensored-L3-8B-alt-v2,2,57
tensorblock/Phi-3-medium-4k-instruct-abliterated-v3-GGUF,19,1343
nicoboss/DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Unbiased-Lora,3,97
Triangle104/Dria-Agent-a-3B-abliterated-Q8_0-GGUF,4,212
Reza-Madani/unaligned,1,74
EleutherAI/neox-ckpt-deep-ignorance-unfiltered,0,0
Triangle104/Huihui-Jan-nano-128k-abliterated-Q4_K_S-GGUF,1,83
CharlesLi/mistral_unsafe_per_class_reflect,1,8
drwlf/MiniMedra-0.6b-abliterated,1,8
mradermacher/Qwen3-MOE-6x0.6B-3.6B-Writing-On-Fire-Uncensored-i1-GGUF,349,4639
mradermacher/gemma-3-4b-it-abliterated-GGUF,294,5494
Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,2730,357188
samunder12/llama-3.1-8b-roleplay-lora,0,0
Triangle104/GLM-Z1-9B-0414-abliterated-Q5_K_S-GGUF,0,68
Lucy-in-the-Sky/deepthought-8b-abliterated-Q4_K_M-GGUF,13,317
oskarraszkiewicz/gemma-2-9b-it-abliterated-mlx-8bit,3,8
matatonic/GLM-4-32B-0414-abliterated-Q5_K_S-GGUF,0,17
Triangle104/Qwen2.5-14B-Instruct-1M-abliterated-Q6_K-GGUF,5,499
nightmedia/Huihui-Qwen3-4B-Thinking-2507-abliterated-bf16-mlx,NaN,NaN
mradermacher/Nord-8b-Uncensored-BASE-128k-i1-GGUF,62,2570
raissadev/mistral-7b-uncensored-IQ4_NL-GGUF,13,223
millstein0/WizardVicuna-Uncensored-superHOT30B-4bit-128g-GPTQ,4,213
itorgov/dippy-roleplay-1742888434-6163971,2,11
Triangle104/OpenThinker-7B-abliterated-Q8_0-GGUF,2,216
huihui-ai/Mistral-Nemo-Instruct-2407-abliterated,NaN,NaN
asnlvkewffrdev/llama2-qlora-finetunined-wizard_vicuna_70k_unfiltered,0,4
PrunaAI/ClosedCharacter-Peach-9B-8k-Roleplay-HQQ-1bit-smashed,NaN,NaN
nightmedia/huizimao-gpt-oss-20b-uncensored-mxfp4-q8-hi-mlx,291,2432
TheBloke/WizardLM-33B-V1-0-Uncensored-SuperHOT-8K-GPTQ,405,9135
DevQuasar/huihui-ai.Qwen3-14B-abliterated-GGUF,215,1925
Otakadelic/gemma-3-4b-it-abliterated-Q6_K-GGUF,20,237
mradermacher/granite-3.3-8b-instruct-abliterated-i1-GGUF,162,1715
mradermacher/openhands-lm-32b-v0.1-abliterated-GGUF,76,2928
RichardErkhov/Deev124_-_hermes-llama3-roleplay-20000-v1-gguf,6,1019
Zoyd/failspy_Meta-Llama-3-70B-Instruct-abliterated-v3.5-3_5bpw_exl2,2,8
ManuelHettich/acne3_unfiltered_selection_LoRA,12,2301
G17c21ds/DeepSeek-R1-Distill-Qwen-7B-abliterated-Q8_0-GGUF,190,7536
mradermacher/Roleplay-Abliterated-Base-V3-Llama-3.3-70B-i1-GGUF,2208,8857
BackdoorLLM/Jailbreak_Llama2-70B_Sleeper,0,0
TheBloke/WizardLM-13B-Uncensored-GGUF,2646,49692
tachyphylaxis/Meta-Llama-3.1-Chat-Uncensored,26,1812
BigHuggyD/failspy_Llama-3-70B-Instruct-abliterated-v3-8.0bpw-h8-exl2,4,150
athirdpath/Orca-2-13b-Alpaca-Uncensored-GGUF,0,0
Guilherme34/Samantha-OS1-llama2-13b-chat-lora-uncensored,3,117
nicoboss/DeepSeek-R1-Distill-Qwen-14B-Uncensored,0,0
Zoyd/TheSkullery_Aura-Llama-Abliterated-8_0bpw_exl2,4,15
RichardErkhov/aifeifei798_-_llama3-8B-DarkIdol-2.2-Uncensored-1048K-gguf,73,4297
mradermacher/MFANN-llama3.1-Abliterated-SLERP-i1-GGUF,40,2845
ibrahimkettaneh/Qwen2.5-32B-Instruct-abliterated-pass2-AWQ,83,1836
wyan/Llama-3-8B-Lexi-Uncensored-Q8_0-GGUF,14,574
Zoyd/mlabonne_Daredevil-8B-abliterated-5_0bpw_exl2,3,9
tsq2000/Jailbreak-generator,18,464
RichardErkhov/Orenguteng_-_Llama-3.1-8B-Lexi-Uncensored-awq,19,57
mradermacher/Llama-3.2-3B-Fluxed-uncensored-GGUF,83,5282
mradermacher/MindLink-72B-0801-abliterated-GGUF,51,4183
Karsh-CAI/Peach-9B-8k-Roleplay-Q8_0-GGUF,11,1112
Triangle104/openhands-lm-32b-v0.1-abliterated-Q6_K-GGUF,3,69
Triangle104/Qwen2.5-3B-Instruct-abliterated-SFT-Q4_K_M-GGUF,19,97
Triangle104/Llama-3.1-Nemotron-Nano-8B-v1-abliterated-Q5_K_S-GGUF,6,48
Triangle104/Falcon3-1B-Instruct-abliterated-Q6_K-GGUF,8,187
itorgov/dippy-roleplay-1745324446-6959374,0,7
mradermacher/Qwen2.5-72B-Instruct-abliterated-h-novel-GGUF,22,3363
Triangle104/gemma-3-27b-it-abliterated-Q8_0-GGUF,21,268
Triangle104/Huihui-SmolLM3-3B-abliterated-Q5_K_S-GGUF,5,50
FreedomIntelligence/Apollo-2B,49,46789
lunahr/Hermes-3-Llama-3.2-3B-abliterated,9,1152
Kutsuya/Phi-3-mini-4k-instruct-unfiltered,0,0
DavidAU/Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-UNCensored-19B,NaN,NaN
Triangle104/Huihui-Qwen3-0.6B-abliterated-v2-Q6_K-GGUF,8,70
Triangle104/Phi-4-mini-instruct-abliterated-Q8_0-GGUF,15,577
